"Object ID",FAAM-ID,Title,Permalink,"Musical Works","[Agent] Agent","[Agent] Role","[Agent] Date Start","Editorial annotations",Notes,Thumbnail,"GitHub Image URL"
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Hans von Bülow",editor,1864-06-26,ornament,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,"comparative study",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,dynamic,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,crescendo,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,"musical phrasing",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,fingering,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,trill,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,accent,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,"engage pedal",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,"release pedal",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,"musical expression",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,"performance practice",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,marcato,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,mordent,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,"alternative melody",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Domenico Scarlatti",composer,,ornament,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,"comparative study",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,dynamic,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,crescendo,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,"musical phrasing",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,fingering,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,trill,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,accent,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,"engage pedal",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,"release pedal",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,"musical expression",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,"performance practice",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,marcato,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,mordent,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,"alternative melody",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Fugues in G major (A. Scarlatti)","Alessandro Scarlatti",composer,,ornament,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,"comparative study",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,dynamic,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,crescendo,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,"musical phrasing",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,fingering,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,trill,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,accent,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,"engage pedal",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,"release pedal",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,"musical expression",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,"performance practice",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,marcato,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,mordent,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,"alternative melody",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Edition Peters",publisher,,ornament,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,"comparative study",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,dynamic,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,crescendo,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,"musical phrasing",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,fingering,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,trill,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,accent,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,"engage pedal",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,"release pedal",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,"musical expression",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,"performance practice",,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,marcato,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
15992667,KCA-TP74135,"18 ausgewählte Klavierstücke","not available","Keyboard Sonata in G major, K.13","Hans von Bülow",editor,1864-06-26,mordent,,https://faam.laboxix-xx.be/upload/media/KCA-TP74135.gif,https://github.com/nicholascornia89/FAAM-dataset/tree/main/raw-images/KCA-TP74135/images/
