Name,Form of creative work,Wikidata QID,IMSLP ID,VIAF ID,composer,arranger,composer QID,arranger QID
"Keyboard Sonata in F major, K.257",sonata,Q74594942,"Keyboard Sonata in F major, K.257 (Scarlatti, Domenico)",294764743,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.257",sonata,Q74594942,"Keyboard Sonata in F major, K.257 (Scarlatti, Domenico)",294764743,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.241",sonata,Q78243326,"Keyboard Sonata in G major, K.241 (Scarlatti, Domenico)",,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in G major, K.241",sonata,Q78243326,"Keyboard Sonata in G major, K.241 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.241",sonata,Q78243326,"Keyboard Sonata in G major, K.241 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E minor, K.233",sonata,Q78239932,"Keyboard Sonata in E minor, K.233 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E minor, K.233",sonata,Q78239932,"Keyboard Sonata in E minor, K.233 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.229",sonata,Q74594735,"Keyboard Sonata in B-flat major, K.229 (Scarlatti, Domenico)",293802938,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B-flat major, K.229",sonata,Q74594735,"Keyboard Sonata in B-flat major, K.229 (Scarlatti, Domenico)",293802938,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D major, K.224",sonata,Q78243216,"Keyboard Sonata in D major, K.224 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D major, K.224",sonata,Q78243216,"Keyboard Sonata in D major, K.224 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.223",sonata,Q74594738,"Keyboard Sonata in D major, K.223 (Scarlatti, Domenico)",294397005,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.223",sonata,Q74594738,"Keyboard Sonata in D major, K.223 (Scarlatti, Domenico)",294397005,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A major, K.369",sonata,Q78243690,"Keyboard Sonata in A major, K.369 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A major, K.369",sonata,Q78243690,"Keyboard Sonata in A major, K.369 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A major, K.368",sonata,Q78243684,"Keyboard Sonata in A major, K.368 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A major, K.368",sonata,Q78243684,"Keyboard Sonata in A major, K.368 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.367",sonata,Q78243679,"Keyboard Sonata in F major, K.367 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.367",sonata,Q78243679,"Keyboard Sonata in F major, K.367 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.327",sonata,Q78243595,"Keyboard Sonata in C major, K.327 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.327",sonata,Q78243595,"Keyboard Sonata in C major, K.327 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.326",sonata,Q78243593,"Keyboard Sonata in C major, K.326 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.326",sonata,Q78243593,"Keyboard Sonata in C major, K.326 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.178",sonata,Q74594781,"Keyboard Sonata in D major, K.178 (Scarlatti, Domenico)",292725201,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.178",sonata,Q74594781,"Keyboard Sonata in D major, K.178 (Scarlatti, Domenico)",292725201,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F minor, K.365",sonata,Q67199982,"Keyboard Sonata in F minor, K.365 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F minor, K.365",sonata,Q67199982,"Keyboard Sonata in F minor, K.365 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F minor, K.364",sonata,Q67199981,"Keyboard Sonata in F minor, K.364 (Scarlatti, Domenico)",294087122,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F minor, K.364",sonata,Q67199981,"Keyboard Sonata in F minor, K.364 (Scarlatti, Domenico)",294087122,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.283",sonata,Q78243439,"Keyboard Sonata in G major, K.283 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.283",sonata,Q78243439,"Keyboard Sonata in G major, K.283 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.275",sonata,Q74594796,"Keyboard Sonata in F major, K.275 (Scarlatti, Domenico)",294463923,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.275",sonata,Q74594796,"Keyboard Sonata in F major, K.275 (Scarlatti, Domenico)",294463923,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A minor, K.265",sonata,Q78243414,"Keyboard Sonata in A minor, K.265 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A minor, K.265",sonata,Q78243414,"Keyboard Sonata in A minor, K.265 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.313",sonata,Q78239940,"Keyboard Sonata in D major, K.313 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.313",sonata,Q78239940,"Keyboard Sonata in D major, K.313 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G minor, K.315",sonata,Q67199970,"Keyboard Sonata in G minor, K.315 (Scarlatti, Domenico)",293899388,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.315",sonata,Q67199970,"Keyboard Sonata in G minor, K.315 (Scarlatti, Domenico)",293899388,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D minor, K.141",sonata,Q114608197,"Keyboard Sonata in D minor, K.141 (Scarlatti, Domenico)",,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in D minor, K.141",sonata,Q114608197,"Keyboard Sonata in D minor, K.141 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D minor, K.141",sonata,Q114608197,"Keyboard Sonata in D minor, K.141 (Scarlatti, Domenico)",,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in D minor, K.141",sonata,Q114608197,"Keyboard Sonata in D minor, K.141 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.104",sonata,Q67199926,"Keyboard Sonata in G major, K.104 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.104",sonata,Q67199926,"Keyboard Sonata in G major, K.104 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E minor, K.147",sonata,Q67199940,"Keyboard Sonata in E minor, K.147 (Scarlatti, Domenico)",180091292,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E minor, K.147",sonata,Q67199940,"Keyboard Sonata in E minor, K.147 (Scarlatti, Domenico)",180091292,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F minor, K.183",sonata,Q67199949,"Keyboard Sonata in F minor, K.183 (Scarlatti, Domenico)",293004509,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F minor, K.183",sonata,Q67199949,"Keyboard Sonata in F minor, K.183 (Scarlatti, Domenico)",293004509,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.190",sonata,Q67199951,"Keyboard Sonata in B-flat major, K.190 (Scarlatti, Domenico)",184490717,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in B-flat major, K.190",sonata,Q67199951,"Keyboard Sonata in B-flat major, K.190 (Scarlatti, Domenico)",184490717,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B-flat major, K.190",sonata,Q67199951,"Keyboard Sonata in B-flat major, K.190 (Scarlatti, Domenico)",184490717,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.172",sonata,Q78243108,"Keyboard Sonata in B-flat major, K.172 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B-flat major, K.172",sonata,Q78243108,"Keyboard Sonata in B-flat major, K.172 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D minor, K.176",sonata,Q67199946,"Keyboard Sonata in D minor, K.176 (Scarlatti, Domenico)",292983049,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D minor, K.176",sonata,Q67199946,"Keyboard Sonata in D minor, K.176 (Scarlatti, Domenico)",292983049,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.202",sonata,Q74594890,"Keyboard Sonata in B-flat major, K.202 (Scarlatti, Domenico)",294494590,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in B-flat major, K.202",sonata,Q74594890,"Keyboard Sonata in B-flat major, K.202 (Scarlatti, Domenico)",294494590,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.202",sonata,Q74594890,"Keyboard Sonata in B-flat major, K.202 (Scarlatti, Domenico)",294494590,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.136",sonata,Q78243051,"Keyboard Sonata in E major, K.136 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E major, K.136",sonata,Q78243051,"Keyboard Sonata in E major, K.136 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.117",sonata,Q77262723,"Keyboard Sonata in C major, K.117 (Scarlatti, Domenico)",294348709,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.117",sonata,Q77262723,"Keyboard Sonata in C major, K.117 (Scarlatti, Domenico)",294348709,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.106",sonata,Q74594961,"Keyboard Sonata in F major, K.106 (Scarlatti, Domenico)",294335173,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.106",sonata,Q74594961,"Keyboard Sonata in F major, K.106 (Scarlatti, Domenico)",294335173,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.107",sonata,Q74594966,"Keyboard Sonata in F major, K.107 (Scarlatti, Domenico)",294687841,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.107",sonata,Q74594966,"Keyboard Sonata in F major, K.107 (Scarlatti, Domenico)",294687841,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.100",sonata,Q67199925,"Keyboard Sonata in C major, K.100 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.100",sonata,Q67199925,"Keyboard Sonata in C major, K.100 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.156",sonata,,"Keyboard Sonata in C major, K.156 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.156",sonata,,"Keyboard Sonata in C major, K.156 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A major, K.24",sonata,Q74594878,"Keyboard Sonata in A major, K.24 (Scarlatti, Domenico)",292690709,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in A major, K.24",sonata,Q74594878,"Keyboard Sonata in A major, K.24 (Scarlatti, Domenico)",292690709,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A major, K.24",sonata,Q74594878,"Keyboard Sonata in A major, K.24 (Scarlatti, Domenico)",292690709,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.14",sonata,Q74594918,"Keyboard Sonata in G major, K.14 (Scarlatti, Domenico)",294487978,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.14",sonata,Q74594918,"Keyboard Sonata in G major, K.14 (Scarlatti, Domenico)",294487978,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.544",sonata,Q74594790,"Keyboard Sonata in B-flat major, K.544 (Scarlatti, Domenico)",293368810,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in B-flat major, K.544",sonata,Q74594790,"Keyboard Sonata in B-flat major, K.544 (Scarlatti, Domenico)",293368810,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D minor, K.5",sonata,Q74594868,"Keyboard Sonata in D minor, K.5 (Scarlatti, Domenico)",293025261,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D minor, K.5",sonata,Q74594868,"Keyboard Sonata in D minor, K.5 (Scarlatti, Domenico)",293025261,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.545",sonata,Q67200028,"Keyboard Sonata in B-flat major, K.545 (Scarlatti, Domenico)",178005313,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A minor, K.451",sonata,Q78243830,"Keyboard Sonata in A minor, K.451 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A minor, K.451",sonata,Q78243830,"Keyboard Sonata in A minor, K.451 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E-flat major, K.192",sonata,Q78239930,"Keyboard Sonata in E-flat major, K.192 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E-flat major, K.192",sonata,Q78239930,"Keyboard Sonata in E-flat major, K.192 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A minor, K.218",sonata,Q67199960,"Keyboard Sonata in A minor, K.218 (Scarlatti, Domenico)",311781412,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A minor, K.218",sonata,Q67199960,"Keyboard Sonata in A minor, K.218 (Scarlatti, Domenico)",311781412,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E major, K.380",sonata,Q6132116,"Keyboard Sonata in E major, K.380 (Scarlatti, Domenico)",177810713,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in E major, K.380",sonata,Q6132116,"Keyboard Sonata in E major, K.380 (Scarlatti, Domenico)",177810713,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E major, K.380",sonata,Q6132116,"Keyboard Sonata in E major, K.380 (Scarlatti, Domenico)",177810713,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.378",sonata,Q78243740,"Keyboard Sonata in F major, K.378 (Scarlatti, Domenico)",,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in F major, K.378",sonata,Q78243740,"Keyboard Sonata in F major, K.378 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.378",sonata,Q78243740,"Keyboard Sonata in F major, K.378 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B-flat major, K.66",sonata,Q78242987,"Keyboard Sonata in B-flat major, K.66 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B-flat major, K.66",sonata,Q78242987,"Keyboard Sonata in B-flat major, K.66 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E-flat major, K.475",sonata,Q78243873,"Keyboard Sonata in E-flat major, K.475 (Scarlatti, Domenico)",,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in E-flat major, K.475",sonata,Q78243873,"Keyboard Sonata in E-flat major, K.475 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E-flat major, K.475",sonata,Q78243873,"Keyboard Sonata in E-flat major, K.475 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F minor, K.463",sonata,Q78243845,"Keyboard Sonata in F minor, K.463 (Scarlatti, Domenico)",,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in F minor, K.463",sonata,Q78243845,"Keyboard Sonata in F minor, K.463 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F minor, K.463",sonata,Q78243845,"Keyboard Sonata in F minor, K.463 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F minor, K.462",sonata,Q78243843,"Keyboard Sonata in F minor, K.462 (Scarlatti, Domenico)",,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in F minor, K.462",sonata,Q78243843,"Keyboard Sonata in F minor, K.462 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F minor, K.462",sonata,Q78243843,"Keyboard Sonata in F minor, K.462 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.206",sonata,Q67199954,"Keyboard Sonata in E major, K.206 (Scarlatti, Domenico)",178514055,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in E major, K.206",sonata,Q67199954,"Keyboard Sonata in E major, K.206 (Scarlatti, Domenico)",178514055,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E major, K.206",sonata,Q67199954,"Keyboard Sonata in E major, K.206 (Scarlatti, Domenico)",178514055,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.381",sonata,Q74594767,"Keyboard Sonata in E major, K.381 (Scarlatti, Domenico)",292571748,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in E major, K.381",sonata,Q74594767,"Keyboard Sonata in E major, K.381 (Scarlatti, Domenico)",292571748,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.490",sonata,Q67200014,"Keyboard Sonata in D major, K.490 (Scarlatti, Domenico)",294764665,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in D major, K.490",sonata,Q67200014,"Keyboard Sonata in D major, K.490 (Scarlatti, Domenico)",294764665,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.133",sonata,Q74594910,"Keyboard Sonata in C major, K.133 (Scarlatti, Domenico)",292714223,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in C major, K.133",sonata,Q74594910,"Keyboard Sonata in C major, K.133 (Scarlatti, Domenico)",292714223,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.133",sonata,Q74594910,"Keyboard Sonata in C major, K.133 (Scarlatti, Domenico)",292714223,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in F major, K.366",sonata,Q67199984,"Keyboard Sonata in F major, K.366 (Scarlatti, Domenico)",175620151,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.366",sonata,Q67199984,"Keyboard Sonata in F major, K.366 (Scarlatti, Domenico)",175620151,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C-sharp minor, K.246",sonata,Q78243365,"Keyboard Sonata in C-sharp minor, K.246 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C-sharp minor, K.246",sonata,Q78243365,"Keyboard Sonata in C-sharp minor, K.246 (Scarlatti, Domenico)",,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in C-sharp minor, K.246",sonata,Q78243365,"Keyboard Sonata in C-sharp minor, K.246 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.298",sonata,Q77262990,"Keyboard Sonata in D major, K.298 (Scarlatti, Domenico)",292756276,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.298",sonata,Q77262990,"Keyboard Sonata in D major, K.298 (Scarlatti, Domenico)",292756276,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D major, K.400",sonata,Q78243773,"Keyboard Sonata in D major, K.400 (Scarlatti, Domenico)",,Domenico Scarlatti,Muzio Clementi,Q167837,Q193673
"Keyboard Sonata in D major, K.400",sonata,Q78243773,"Keyboard Sonata in D major, K.400 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D major, K.400",sonata,Q78243773,"Keyboard Sonata in D major, K.400 (Scarlatti, Domenico)",,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in D major, K.400",sonata,Q78243773,"Keyboard Sonata in D major, K.400 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.180",sonata,Q74594827,"Keyboard Sonata in G major, K.180 (Scarlatti, Domenico)",294118800,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G major, K.180",sonata,Q74594827,"Keyboard Sonata in G major, K.180 (Scarlatti, Domenico)",294118800,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D minor, K.120",sonata,Q67199934,"Keyboard Sonata in D minor, K.120 (Scarlatti, Domenico)",177660169,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C major, K.95",sonata,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in C major, K.95",sonata,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in C major, K.95",sonata,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in C major, K.95",sonata,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.95",sonata,Q67199921,"Keyboard Sonata in C major, K.95 (Scarlatti, Domenico)",293039120,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.299",sonata,Q67199968,"Keyboard Sonata in D major, K.299 (Scarlatti, Domenico)",179274427,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in D major, K.299",sonata,Q67199968,"Keyboard Sonata in D major, K.299 (Scarlatti, Domenico)",179274427,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.299",sonata,Q67199968,"Keyboard Sonata in D major, K.299 (Scarlatti, Domenico)",179274427,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C-sharp minor, K.247",sonata,Q74594899,"Keyboard Sonata in C-sharp minor, K.247 (Scarlatti, Domenico)",293272473,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C-sharp minor, K.247",sonata,Q74594899,"Keyboard Sonata in C-sharp minor, K.247 (Scarlatti, Domenico)",293272473,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in E major, K.215",sonata,Q74594843,"Keyboard Sonata in E major, K.215 (Scarlatti, Domenico)",294086618,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.96",sonata,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in D major, K.96",sonata,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D major, K.96",sonata,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in D major, K.96",sonata,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in D major, K.96",sonata,Q67199923,"Keyboard Sonata in D major, K.96 (Scarlatti, Domenico)",181668778,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.135",sonata,Q78243048,"Keyboard Sonata in E major, K.135 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in E major, K.135",sonata,Q78243048,"Keyboard Sonata in E major, K.135 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in C major, K.132",sonata,Q77262974,"Keyboard Sonata in C major, K.132 (Scarlatti, Domenico)",174932571,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
